"","pubMedID","sortpubdate","PMCID","pubMedID_homo","LINE1","L1_Retrotransposons","long_interspersed_nuclear_element","long_interspersed_element"
"855",25639045,2014-11-01,NA,1,1,NA,NA,NA
"856",25633377,2015-05-01,"PMC4408412",NA,1,1,NA,1
"857",25633099,2015-02-01,NA,NA,1,1,NA,1
"858",25629507,2016-11-01,NA,NA,NA,NA,NA,1
"859",25613453,2015-02-27,"PMC4344489",1,1,NA,NA,1
"860",25610659,2014-01-01,"PMC4290834",NA,1,NA,NA,NA
"861",25609453,2016-01-01,NA,1,1,NA,NA,1
"862",25608482,2015-01-22,"PMC4310024",1,1,NA,NA,NA
"863",25606060,2014-12-10,"PMC4279459",NA,1,1,NA,NA
"864",25598847,2014-12-31,"PMC4297411",NA,NA,NA,NA,1
"865",25586649,2015-04-01,NA,1,1,NA,1,1
"866",25583076,2015-03-01,NA,NA,1,NA,NA,NA
"867",25582775,2015-02-20,NA,NA,1,NA,NA,1
"868",25580720,2015-01-01,"PMC4622744",1,1,NA,NA,1
"869",25577199,2015-01-09,"PMC4350176",NA,1,NA,NA,1
"870",25572872,2015-03-01,NA,1,1,NA,NA,NA
"871",25569347,2015-01-07,"PMC4299461",1,1,NA,NA,1
"872",25559846,2015-10-01,NA,1,1,NA,NA,NA
"873",25549800,2015-02-01,NA,NA,1,NA,NA,1
"874",27347370,2015-11-24,"PMC4909122",NA,1,NA,NA,NA
"875",25547156,2015-01-05,"PMC4284233",NA,1,NA,NA,1
"876",25546334,2015-03-01,NA,1,1,NA,NA,1
"877",25537884,2015-02-01,"PMC4314375",1,1,NA,NA,1
"878",25523019,2015-06-01,"PMC4427622",1,1,NA,NA,NA
"879",25516439,2014-12-01,"PMC4338731",1,1,NA,NA,NA
"880",25514805,2015-03-01,NA,1,1,NA,NA,1
"881",25512264,2014-12-16,"PMC4302115",1,1,NA,1,1
"882",25503085,2014-12-11,"PMC4316615",NA,1,NA,NA,1
"883",25498506,2015-02-01,NA,1,1,NA,NA,1
"884",25497110,2015-02-03,NA,1,1,NA,NA,NA
"885",25487561,2014-12-09,"PMC4268899",1,1,NA,NA,NA
"886",25483404,2014-01-01,"PMC4581346",1,NA,NA,1,1
"887",25482586,2014-11-01,"PMC4622716",1,1,NA,NA,1
"888",25482109,2014-11-01,"PMC4622616",1,1,NA,NA,1
"889",25478632,2014-09-30,"PMC4226666",1,1,NA,NA,1
"890",25477445,2014-12-05,"PMC4312280",1,1,NA,NA,1
"891",25475938,2014-01-01,NA,NA,1,NA,NA,1
"892",25468892,2014-12-02,NA,1,1,NA,NA,NA
"893",25468787,2014-12-01,NA,1,1,NA,NA,1
"894",25464844,2014-12-11,NA,1,1,1,1,1
"895",25457166,2014-11-20,"PMC4250265",NA,1,NA,NA,NA
"896",25452688,2014-10-15,"PMC4218655",NA,1,NA,NA,1
"897",25445277,2015-01-25,NA,1,1,NA,NA,1
"898",25437047,2014-10-01,"PMC4622014",1,1,NA,NA,1
"899",25434263,2015-04-01,"PMC4297568",1,1,NA,NA,NA
"900",25431265,2014-11-27,"PMC4407331",1,1,NA,NA,1
"901",25428892,2015-02-01,"PMC4379977",NA,NA,NA,1,1
"902",25425234,2014-11-25,"PMC4251992",NA,NA,NA,NA,1
"903",25421661,2015-01-01,NA,1,1,NA,NA,NA
"904",25415302,2014-11-21,"PMC4240582",1,1,NA,NA,1
"905",25409429,2014-11-19,"PMC4237456",1,1,NA,NA,1
"906",25400167,2016-02-01,NA,1,1,NA,NA,NA
"907",25389438,2014-01-01,"PMC4217342",NA,1,NA,NA,1
"908",25384337,2015-03-01,NA,1,1,NA,NA,1
"909",25378331,2014-12-01,"PMC4245944",1,1,NA,NA,1
"910",25367621,2014-10-01,NA,1,1,NA,1,1
"911",25366815,2014-11-04,NA,1,1,NA,1,1
"912",25363891,2015-02-01,NA,NA,NA,NA,NA,1
"913",25352549,2015-01-01,"PMC4383891",1,1,NA,1,1
"914",25346866,2014-03-06,"PMC4203495",NA,1,NA,NA,NA
"915",25339972,2014-10-07,"PMC4188135",NA,1,1,1,1
"916",25327576,2015-04-01,NA,1,1,NA,1,1
"917",25327441,2015-01-01,NA,1,1,NA,NA,NA
"918",25326395,2015-04-01,"PMC4346446",1,1,NA,NA,NA
"919",25325337,2014-10-16,"PMC4239952",1,1,NA,NA,NA
"920",25319577,2015-04-01,NA,1,1,NA,NA,1
"921",25316809,2014-12-15,"PMC4268357",1,1,NA,NA,NA
"922",25303049,2014-10-10,"PMC4193736",1,1,NA,NA,NA
"923",25302494,2014-10-10,"PMC4193871",1,1,NA,NA,1
"924",25294903,2014-12-15,NA,1,1,NA,NA,NA
"925",25289675,2014-10-07,"PMC4188539",1,1,NA,NA,1
"926",25278831,2014-09-17,"PMC4166116",NA,1,NA,NA,NA
"927",25276231,2014-09-11,"PMC4177377",NA,1,NA,NA,NA
"928",25275447,2014-10-02,"PMC4183594",1,1,NA,NA,1
"929",25275032,2014-10-01,NA,1,1,NA,NA,NA
"930",25274305,2014-12-11,"PMC4268317",1,NA,1,1,1
"931",25266554,2015-01-01,NA,NA,1,NA,NA,NA
"932",25264146,2015-02-01,NA,1,1,NA,1,1
"933",25251398,2014-09-24,"PMC4175465",1,1,NA,NA,NA
"934",25247314,2014-09-23,"PMC4185372",NA,1,1,1,1
"935",25240623,2015-01-01,NA,NA,1,NA,1,1
"936",25228647,2014-09-15,"PMC4173156",NA,1,NA,NA,NA
"937",25218365,2014-11-18,NA,1,1,NA,NA,1
"938",25212510,2014-11-01,NA,1,NA,NA,NA,1
"939",25211013,2014-09-11,"PMC4161310",1,1,NA,NA,1
"940",25210735,2014-09-11,"PMC4161384",1,1,NA,NA,1
"941",25210131,2014-10-01,NA,1,1,NA,NA,NA
"942",25207595,2014-09-09,"PMC4200871",1,1,NA,NA,1
"943",25201440,2014-10-01,NA,1,1,NA,NA,1
"944",25199594,2014-12-01,NA,NA,1,NA,NA,1
"945",25192754,2014-10-01,NA,1,1,NA,NA,NA
"946",25190725,2014-09-04,"PMC4161997",1,1,NA,NA,1
"947",25184628,2014-09-03,"PMC4153632",1,1,NA,NA,1
"948",25184004,2014-07-02,"PMC4151081",NA,NA,1,NA,NA
"949",25182563,2014-10-01,NA,1,1,NA,NA,1
"950",25182383,2014-12-01,NA,1,1,NA,NA,1
"951",25180573,2014-09-02,"PMC4203009",NA,1,NA,NA,1
"952",26674356,2014-09-01,"PMC4579682",NA,1,NA,NA,NA
"953",25171471,2014-01-01,NA,1,1,NA,NA,NA
"954",25159889,2015-03-01,NA,1,1,NA,NA,NA
"955",25149914,2014-11-01,NA,NA,NA,NA,1,1
"956",25147922,2014-09-01,"PMC4169015",1,1,NA,NA,1
"957",25143533,2014-01-01,"PMC4176376",1,1,NA,NA,1
"958",25143528,2014-01-01,"PMC4176336",1,1,NA,NA,1
"959",25137407,2014-11-01,NA,1,1,NA,NA,NA
"960",25135201,2014-09-01,NA,1,1,NA,NA,NA
"961",25122646,2014-10-01,NA,NA,1,NA,NA,NA
"962",25122415,2014-12-01,"PMC4248244",NA,NA,NA,NA,1
"963",25120789,2014-06-15,"PMC4129024",1,1,NA,1,1
"964",25110432,2014-08-07,"PMC4123334",1,1,NA,1,1
"965",25106509,2015-02-01,NA,NA,1,NA,1,1
"966",25093594,2014-08-05,"PMC4122357",1,1,NA,NA,NA
"967",25093042,2014-07-01,"PMC4120745",NA,1,NA,1,1
"968",25086724,2014-12-01,NA,1,1,NA,NA,NA
"969",25082706,2014-08-01,"PMC4380235",1,1,1,1,1
"970",25079557,2014-07-31,NA,1,1,NA,1,1
"971",25054082,2014-05-22,"PMC4091050",NA,1,NA,NA,NA
"972",25053411,2014-09-12,"PMC4162154",1,1,NA,NA,1
"973",25049423,2014-09-09,"PMC4246929",1,1,NA,NA,1
"974",25043885,2014-08-01,"PMC4157570",1,1,NA,1,1
"975",25036377,2014-01-01,NA,1,1,1,NA,1
"976",25035434,2014-09-01,NA,1,1,NA,NA,NA
"977",25032238,2014-01-01,"PMC4084575",NA,1,NA,NA,NA
"978",25027854,2014-07-15,"PMC4117963",NA,NA,NA,1,NA
"979",25026000,2014-10-01,NA,1,1,NA,1,1
"980",25024751,2014-07-03,"PMC4094901",NA,1,NA,1,1
"981",25023548,2014-12-01,"PMC4221469",1,1,NA,NA,NA
"982",25018785,2014-05-05,"PMC4090950",NA,NA,NA,NA,1
"983",25014457,2014-06-01,NA,1,1,NA,NA,1
"984",25011998,2014-01-01,NA,1,1,NA,NA,1
"985",25010268,2014-07-01,"PMC4101048",1,1,NA,1,1
"986",25000994,2014-01-01,NA,1,1,NA,NA,1
"987",24998982,2014-07-07,"PMC4227295",1,1,NA,1,1
"988",24998597,2014-07-14,NA,1,1,NA,NA,NA
"989",24992910,2014-12-01,NA,1,1,NA,1,1
"990",24990961,2014-07-01,"PMC4083083",1,1,NA,1,1
"991",24981170,2014-07-17,NA,NA,1,NA,1,1
"992",24980824,2014-06-30,"PMC4147309",1,1,NA,NA,1
"993",24980756,2014-10-01,"PMC4122792",1,1,NA,1,1
"994",24976153,2016-01-01,NA,NA,NA,NA,NA,1
"995",24975850,2016-01-01,NA,NA,1,NA,NA,1
"996",24971511,2014-06-27,"PMC4074093",1,1,NA,NA,1
"997",24968166,2014-06-26,"PMC4072516",1,1,NA,NA,1
"998",24960414,2014-07-01,"PMC4267532",NA,1,NA,NA,NA
"999",24960058,2014-08-17,NA,1,1,NA,NA,1
"1000",24959316,2014-05-29,"PMC4065400",NA,1,NA,NA,NA
"1001",24953529,2014-10-01,NA,1,1,NA,NA,NA
"1002",24952344,2014-07-01,NA,NA,1,NA,NA,NA
"1003",24948396,2015-04-01,NA,1,1,NA,NA,NA
"1004",24939876,2014-07-01,"PMC4083085",1,1,NA,NA,1
"1005",24939875,2014-07-01,"PMC4083086",NA,1,NA,1,1
"1006",24935274,2014-08-01,"PMC4125459",1,1,NA,NA,NA
"1007",24930817,2014-09-01,"PMC4183146",1,1,NA,1,1
"1008",24928008,2014-06-01,NA,1,1,NA,NA,1
"1009",24922663,2014-06-01,NA,1,1,NA,1,1
"1010",24920369,2014-01-01,NA,1,1,1,1,1
"1011",24918913,2014-05-01,"PMC4051451",1,1,NA,NA,1
"1012",24914555,2014-06-09,NA,NA,1,NA,NA,1
"1013",24914052,2014-07-01,"PMC4081101",1,1,NA,NA,1
"1014",24905848,2015-01-01,NA,1,1,NA,NA,NA
"1015",24898425,2014-12-01,NA,1,1,NA,1,1
"1016",24894887,2014-06-03,"PMC4049422",1,1,NA,NA,NA
"1017",24894828,2014-07-01,NA,1,1,NA,NA,1
"1018",24893999,2014-08-01,NA,NA,1,NA,NA,NA
"1019",24889506,2014-08-01,NA,1,1,NA,NA,NA
"1020",24885368,2014-05-02,"PMC4024097",1,1,NA,NA,NA
"1021",24885062,2014-05-31,"PMC4051153",1,1,NA,NA,1
"1022",24882376,2014-06-09,"PMC4056315",NA,1,NA,1,1
"1023",24875540,2014-05-30,"PMC4038843",1,1,NA,1,1
"1024",24867928,2014-06-01,NA,NA,1,NA,NA,NA
"1025",24862340,2014-08-01,NA,NA,NA,NA,1,1
"1026",24858500,2014-01-01,NA,1,1,NA,NA,NA
"1027",24857217,2014-05-01,NA,1,1,NA,NA,NA
"1028",24849572,2014-05-21,"PMC4029807",1,1,NA,NA,1
"1029",24847061,2014-06-03,"PMC4050588",1,1,NA,NA,1
"1030",24843014,2014-04-24,"PMC4003774",1,1,NA,NA,1
"1031",24842051,2014-09-01,NA,1,1,NA,NA,NA
"1032",24841671,2014-07-01,NA,1,1,NA,NA,1
"1033",24838941,2014-07-01,NA,1,1,NA,NA,1
"1034",24832238,2014-09-01,NA,1,1,NA,NA,NA
"1035",24827925,2014-07-01,NA,1,1,NA,NA,1
"1036",24827772,2014-08-01,"PMC4164493",1,1,NA,1,1
"1037",24821809,2014-05-27,"PMC4040595",1,1,NA,NA,NA
"1038",24821186,2014-05-12,"PMC4018393",1,1,NA,NA,1
"1039",24818067,2014-01-01,"PMC4014453",NA,1,NA,NA,NA
"1040",24816826,2014-09-02,NA,1,1,NA,1,1
"1041",24812310,2014-07-01,NA,1,1,NA,1,1
"1042",24809956,2014-07-01,"PMC4224120",1,1,NA,1,1
"1043",24795017,2014-05-01,NA,1,1,NA,NA,1
"1044",24782214,2014-04-14,NA,1,1,NA,NA,1
"1045",24770842,2014-08-01,NA,1,1,NA,NA,NA
"1046",24769218,2014-07-01,NA,1,1,NA,1,1
"1047",24764661,2014-04-21,"PMC3989959",1,1,NA,NA,1
"1048",24762809,2014-07-01,"PMC4143414",1,1,NA,NA,1
"1049",24756002,2014-07-01,"PMC4143407",1,1,NA,NA,NA
"1050",24744768,2014-04-01,"PMC3978247",NA,1,NA,NA,NA
"1051",24727138,2014-07-01,NA,1,1,NA,NA,1
"1052",24712415,2014-08-01,NA,NA,1,NA,NA,1
"1053",24711090,2014-05-01,NA,1,1,NA,NA,NA
"1054",24708024,2014-10-01,NA,1,1,NA,NA,1
"1055",24706380,2014-07-01,NA,1,1,NA,NA,NA
"1056",24699068,2014-04-03,"PMC3974639",1,1,NA,NA,1
"1057",24678997,2014-03-28,"PMC3986638",NA,1,NA,NA,NA
"1058",24676381,2014-03-27,"PMC3968115",NA,1,NA,NA,1
"1059",24657902,2014-03-21,"PMC4025485",1,1,NA,NA,1
"1060",24651676,2014-03-20,"PMC3961289",1,1,NA,1,1
"1061",24649571,2013-12-01,"PMC4557496",1,1,NA,NA,NA
"1062",24641245,2014-06-01,NA,1,1,NA,NA,1
"1063",24634180,2014-02-27,NA,NA,1,NA,NA,NA
"1064",24629329,2014-03-12,NA,1,1,NA,NA,NA
"1065",24616836,2014-01-01,"PMC3933402",NA,1,NA,NA,NA
"1066",24616077,2014-04-01,"PMC4031748",1,1,NA,NA,1
"1067",24614499,2014-05-10,NA,1,1,1,NA,1
"1068",24610122,2014-06-01,"PMC4008784",NA,1,NA,NA,1
"1069",24607009,2014-05-01,"PMC4005969",1,1,NA,NA,1
"1070",24600346,2014-02-18,"PMC3927265",NA,NA,NA,1,NA
"1071",24595004,2014-04-15,"PMC3992509",1,1,NA,NA,1
"1072",24586730,2014-02-21,"PMC3931727",1,1,NA,NA,NA
"1073",24585726,2014-04-01,NA,1,NA,NA,NA,1
"1074",24582836,2014-03-17,NA,1,1,NA,NA,NA
"1075",24581492,2014-02-27,"PMC4023122",1,1,NA,1,1
"1076",24581484,2014-02-27,NA,1,1,NA,NA,NA
"1077",24569088,2014-05-01,"PMC3990020",1,1,NA,1,NA
"1078",24564972,2013-01-01,"PMC4029547",1,1,NA,1,1
"1079",24553397,2014-02-15,"PMC3996660",1,1,NA,NA,1
"1080",24535937,2014-01-01,"PMC3925074",1,1,NA,NA,1
"1081",24533976,2014-03-01,NA,1,1,NA,NA,NA
"1082",24513336,2013-10-25,NA,NA,NA,NA,1,1
"1083",24510455,2014-05-01,NA,1,1,NA,1,1
"1084",24509498,2014-03-01,NA,1,1,NA,NA,NA
"1085",24500684,2014-04-01,NA,1,1,NA,NA,1
"1086",24493738,2014-04-01,"PMC3985663",1,1,1,NA,1
"1087",24481671,2014-11-01,NA,1,1,NA,NA,NA
"1088",24481513,2014-05-01,NA,1,1,NA,NA,NA
"1089",24480541,2014-04-01,NA,1,1,NA,NA,1
"1090",24478308,2014-05-01,"PMC3986842",1,1,NA,NA,NA
"1091",24478191,2014-04-01,NA,1,1,NA,1,1
"1092",24477006,2014-06-01,"PMC4037331",1,1,NA,NA,1
"1093",24476718,2014-04-01,"PMC4121369",1,1,NA,NA,1
"1094",24471581,2014-08-01,NA,NA,1,NA,NA,1
"1095",24464225,2014-05-01,"PMC3978311",NA,1,NA,NA,NA
"1096",24453365,2014-04-01,"PMC3993548",1,1,NA,NA,NA
"1097",24441198,2014-04-01,"PMC4121361",1,1,NA,NA,1
"1098",24440682,2014-03-01,NA,1,1,NA,1,1
"1099",24436168,2014-05-01,"PMC4426495",1,1,NA,NA,NA
"1100",24430577,2014-04-01,NA,1,1,NA,NA,1
"1101",24423610,2014-03-01,NA,1,1,NA,NA,1
"1102",24413027,2014-04-01,"PMC4121360",1,1,NA,NA,1
"1103",24409860,2015-01-01,NA,NA,NA,NA,NA,1
"1104",24406507,2013-11-15,NA,1,1,NA,NA,NA
"1105",24401732,2014-01-09,"PMC3895853",NA,1,NA,NA,NA
"1106",24393103,2014-02-12,NA,NA,1,NA,NA,NA
"1107",24389010,2014-01-22,NA,1,NA,NA,1,1
"1108",24375655,2014-04-01,"PMC4410811",1,1,NA,NA,1
"1109",24374023,2014-02-01,"PMC3945034",1,1,NA,NA,1
"1110",24373497,2014-03-01,"PMC3947448",1,1,NA,NA,NA
"1111",24373183,2013-12-27,"PMC3880457",1,1,NA,1,1
"1112",25859284,2014-11-10,"PMC4391726",NA,1,NA,1,1
"1113",24371271,2014-04-01,"PMC3973342",1,1,NA,NA,1
"1114",24367978,2013-12-24,"PMC4054100",NA,1,NA,NA,NA
"1115",24367644,2013-12-19,"PMC3868573",1,1,NA,NA,1
"1116",24361809,2014-03-01,NA,NA,1,NA,1,1
"1117",24361600,2014-03-01,"PMC4943925",1,1,NA,NA,NA
"1118",24361054,2014-06-01,NA,1,1,NA,NA,NA
"1119",24350599,2014-02-01,NA,NA,NA,NA,NA,1
"1120",24345856,2013-12-01,"PMC3926826",1,1,NA,NA,1
"1121",24344916,2013-12-17,"PMC3880073",1,1,NA,NA,NA
"1122",24343027,2014-03-01,"PMC3950701",1,1,NA,1,1
"1123",24337508,2014-01-01,"PMC3889873",1,1,1,NA,1
"1124",24330152,2014-03-01,NA,1,1,NA,NA,1
"1125",24325907,2014-03-01,NA,1,1,NA,1,1
"1126",24324740,2013-12-04,"PMC3852968",1,1,NA,1,1
"1127",24317340,2014-02-15,"PMC3956500",NA,1,NA,1,NA
"1128",24316677,2014-03-01,"PMC4053459",1,1,NA,NA,1
"1129",24304702,2014-02-01,NA,1,1,NA,NA,1
"1130",24304685,2014-01-01,NA,1,1,NA,NA,1
"1131",24303708,2013-10-01,NA,1,1,NA,NA,NA
"1132",24299820,2014-01-30,NA,1,1,NA,NA,NA
"1133",24295503,2014-02-01,NA,1,1,NA,NA,1
"1134",24294382,2013-11-15,"PMC3843276",1,1,NA,NA,1
"1135",24293158,2014-01-01,NA,1,1,NA,NA,1
"1136",24289137,2013-12-02,"PMC4177394",NA,1,NA,NA,NA
"1137",24286172,2014-01-01,"PMC4160015",1,1,1,NA,NA
"1138",24284817,2014-02-01,"PMC3906962",NA,NA,NA,1,1
"1139",24277848,2013-12-10,"PMC3864347",NA,NA,1,NA,NA
"1140",24267889,2013-11-21,"PMC3904357",1,1,NA,1,1
"1141",24263140,2014-02-01,"PMC4181536",1,1,NA,1,1
"1142",24260150,2013-11-18,"PMC3832524",1,1,NA,NA,1
"1143",24258994,2014-01-01,NA,1,1,NA,NA,1
"1144",24251107,2013-09-21,"PMC3821027",NA,1,NA,NA,NA
"1145",24251074,2013-09-01,"PMC3827066",NA,1,NA,NA,NA
"1146",24247010,2014-01-01,"PMC3928173",1,1,NA,NA,1
"1147",24244495,2013-11-14,"PMC3828378",1,1,NA,NA,1
"1148",24244199,2013-11-01,"PMC3820789",NA,1,NA,NA,1
"1149",24244175,2013-11-01,"PMC3820764",NA,1,NA,NA,1
"1150",24242335,2014-06-15,"PMC4209252",NA,1,NA,1,1
"1151",24240092,2014-01-01,NA,1,1,NA,NA,1
"1152",24234653,2014-04-01,"PMC3943519",1,1,NA,1,1
"1153",24231191,2013-11-01,"PMC3875756",NA,1,NA,1,1
"1154",24228910,2013-12-01,NA,NA,1,NA,NA,NA
"1155",24220694,2013-12-10,"PMC3859941",1,1,NA,NA,1
"1156",24217394,2013-01-01,NA,1,1,NA,NA,1
"1157",24217322,2013-12-01,NA,1,1,NA,NA,1
"1158",24197059,2014-01-01,NA,1,1,NA,NA,NA
"1159",24195012,2013-07-01,"PMC3812793",NA,1,NA,NA,NA
"1160",24186870,2014-03-01,"PMC3919006",1,1,NA,1,1
"1161",24184936,2014-03-01,"PMC3909678",1,1,NA,NA,1
"1162",24182465,2013-11-01,NA,1,1,NA,NA,1
"1163",24178559,2014-01-01,NA,NA,1,NA,NA,NA
"1164",24176760,2014-10-01,"PMC4220008",1,1,NA,NA,NA
"1165",24172832,2014-02-01,"PMC3962534",1,1,NA,NA,NA
"1166",24164934,2014-02-01,NA,1,1,NA,1,1
"1167",24163103,2014-01-01,"PMC3902935",1,1,NA,NA,1
"1168",24161956,2013-12-01,NA,1,1,NA,NA,1
"1169",24154486,2014-01-01,"PMC3871933",1,NA,NA,1,1
"1170",24153179,2013-11-28,"PMC4064720",1,1,NA,NA,1
"1171",24150097,2014-10-01,NA,1,1,NA,NA,1
"1172",24142746,2014-02-01,NA,1,1,NA,NA,NA
"1173",24142689,2014-02-01,NA,NA,1,NA,1,1
"1174",24133654,2013-09-26,"PMC3783855",NA,1,NA,NA,NA
"1175",24130171,2014-02-01,"PMC3908748",1,1,NA,NA,1
"1176",24125954,2014-01-01,NA,NA,NA,NA,1,1
"1177",24123848,2013-12-01,NA,1,1,NA,NA,1
"1178",24117260,2013-11-01,NA,1,1,NA,NA,NA
"1179",24115305,2014-03-01,NA,1,1,NA,NA,NA
"1180",24114859,2013-11-01,NA,1,1,NA,NA,NA
"1181",24101588,2014-01-01,"PMC3874205",1,1,1,NA,1
"1182",24093510,2013-10-05,"PMC3851442",1,NA,NA,1,NA
"1183",24093099,2013-01-01,"PMC3777179",1,1,NA,NA,1
"1184",24090360,2013-10-03,"PMC4016001",NA,1,NA,NA,NA
"1185",24089548,2013-12-01,"PMC3838212",1,1,NA,1,1
"1186",24063757,2013-09-25,"PMC3849284",NA,1,NA,NA,NA
"1187",24058540,2013-09-10,"PMC3769239",1,1,NA,NA,NA
"1188",24055723,2013-12-15,NA,NA,NA,NA,NA,1
"1189",24040300,2013-09-11,"PMC3770661",1,1,NA,NA,1
"1190",24038780,2014-09-01,NA,NA,1,NA,1,1
"1191",24035396,2013-09-26,"PMC3988314",1,1,NA,NA,1
"1192",24034780,2013-09-13,"PMC3868326",NA,1,1,1,1
"1193",24030355,2014-02-01,"PMC3906544",NA,1,NA,NA,NA
"1194",24015185,2013-08-28,"PMC3756053",1,1,NA,NA,NA
"1195",24013105,2013-01-01,"PMC3787681",NA,NA,1,NA,NA
"1196",24012497,2013-12-01,NA,1,1,NA,NA,1
"1197",24005237,2014-01-01,NA,1,1,NA,NA,NA
"1198",24005183,2013-11-01,NA,1,1,NA,NA,NA
"1199",23999712,2013-01-01,"PMC3882919",1,1,1,NA,1
"1200",23998411,2013-11-01,NA,1,1,NA,NA,1
"1201",23995758,2013-10-01,"PMC3836241",1,1,NA,NA,1
"1202",23985558,2013-07-01,NA,1,1,NA,NA,NA
"1203",23984183,2013-01-01,"PMC3747384",NA,1,NA,NA,1
"1204",23981965,2013-10-01,NA,1,1,NA,NA,1
"1205",23977341,2013-08-19,"PMC3747138",1,1,NA,NA,1
"1206",23957506,2013-08-17,"PMC3765398",1,1,NA,NA,1
"1207",23954693,2013-11-01,NA,NA,1,NA,1,NA
"1208",23943784,2013-10-01,"PMC4337829",1,1,NA,NA,NA
"1209",23940954,2013-05-01,NA,1,1,NA,1,1
"1210",23940045,2013-10-04,"PMC3789975",1,1,NA,NA,NA
"1211",23922667,2013-07-26,"PMC3724884",1,1,NA,NA,NA
"1212",23917442,2013-09-01,NA,1,1,NA,NA,1
"1213",23915234,2013-08-05,"PMC3751050",1,1,NA,NA,1
"1214",23908136,2014-09-01,NA,NA,1,NA,NA,NA
"1215",25474886,2013-08-01,NA,NA,1,NA,NA,1
"1216",23894413,2013-07-22,"PMC3718828",1,NA,NA,NA,1
"1217",23888948,2014-01-01,NA,1,1,NA,NA,NA
"1218",23886181,2013-01-01,NA,1,1,NA,1,1
"1219",23884656,2013-08-13,"PMC3746892",1,1,NA,NA,1
"1220",23883030,2013-07-21,NA,NA,1,NA,NA,NA
"1221",23878352,2013-08-07,"PMC3735463",1,1,NA,NA,NA
"1222",23878091,2013-10-01,"PMC4993193",1,1,NA,NA,1
"1223",23876074,2013-10-01,"PMC3947048",NA,1,NA,NA,NA
"1224",23875825,2014-01-01,"PMC4238827",1,1,NA,1,1
"1225",23872742,2013-10-01,NA,NA,1,NA,NA,NA
"1226",23867725,2013-09-01,"PMC3883773",1,1,NA,NA,1
"1227",23866265,2013-07-18,"PMC3723434",1,1,NA,NA,1
"1228",23863096,2013-09-01,NA,1,1,NA,NA,1
"1229",23846141,2013-06-01,NA,1,1,NA,NA,NA
"1230",23839044,2013-08-01,"PMC3841319",1,1,NA,NA,NA
"1231",23836986,2013-06-20,"PMC3699298",NA,1,NA,NA,1
"1232",23834584,2013-12-01,NA,1,1,NA,NA,NA
"1233",23834397,2013-07-08,"PMC3722088",NA,NA,NA,1,NA
"1234",23830763,2013-08-01,NA,NA,1,NA,NA,1
"1235",23827195,2013-09-01,NA,NA,1,NA,NA,NA
"1236",23820632,2013-09-01,NA,1,1,NA,1,1
"1237",23818630,2013-07-16,"PMC3718180",1,1,NA,NA,1
"1238",23817689,2013-09-01,"PMC3882157",1,1,NA,NA,1
"1239",23812322,2014-04-01,"PMC4035300",1,1,NA,NA,1
"1240",23806198,2013-06-27,"PMC3701494",1,1,NA,NA,NA
"1241",23804018,2013-07-01,"PMC3781194",1,1,NA,NA,NA
"1242",23792016,2013-09-25,NA,1,1,NA,1,1
"1243",23782920,2013-06-19,"PMC3698788",1,1,NA,1,1
"1244",23764768,2013-06-01,"PMC3857344",1,1,NA,NA,NA
"1245",23764749,2013-07-23,"PMC3721399",1,1,NA,NA,1
"1246",23761484,2013-08-01,"PMC3712555",1,1,NA,NA,NA
"1247",23760957,2013-07-01,NA,NA,1,NA,1,1
"1248",23758843,2013-06-11,"PMC3700827",1,1,NA,NA,NA
"1249",23754279,2013-07-19,"PMC3774381",1,1,NA,NA,1
"1250",23750643,2013-06-01,"PMC3787720",1,1,NA,NA,1
"1251",23749060,2013-08-01,"PMC3753637",1,1,NA,NA,NA
"1252",23734298,2013-01-01,"PMC3655780",NA,1,NA,1,NA
"1253",23732044,2013-06-03,"PMC3716877",NA,1,NA,NA,1
"1254",23727884,2013-07-03,"PMC3810588",NA,1,1,NA,1
"1255",23721890,2013-07-01,NA,1,1,NA,NA,NA
"1256",23718880,2013-05-29,"PMC3669608",NA,NA,1,NA,NA
"1257",23718141,2013-05-29,"PMC3670995",1,1,NA,1,1
"1258",23716351,2013-12-01,NA,1,1,NA,1,1
"1259",23714778,2013-07-03,"PMC3981179",NA,1,NA,NA,NA
"1260",23706823,2013-05-23,NA,NA,1,NA,NA,1
"1261",23706308,2013-08-15,"PMC3873879",1,1,NA,NA,1
"1262",23704319,2014-04-01,"PMC3884067",1,1,NA,1,1
"1263",23703216,2013-08-01,"PMC3737543",1,1,NA,NA,1
"1264",23701594,2013-08-21,"PMC3750686",1,1,NA,NA,NA
"1265",23698293,2013-07-01,"PMC3700199",1,1,NA,1,1
"1266",23696454,2013-09-15,"PMC3749862",1,1,NA,NA,1
"1267",23691160,2013-05-17,"PMC3656924",1,1,NA,NA,NA
"1268",23679560,2013-09-01,NA,1,1,NA,NA,1
"1269",23676707,2013-01-01,NA,1,1,NA,NA,1
"1270",23675310,2013-05-01,"PMC3649969",1,1,1,1,1
"1271",23666396,2013-04-30,"PMC3667680",NA,1,NA,NA,NA
"1272",23665280,2013-09-01,"PMC4079105",1,1,NA,NA,1
"1273",23664928,2013-07-01,NA,1,1,NA,NA,1
"1274",23652563,2013-09-01,"PMC3746817",NA,NA,NA,1,1
"1275",23648019,2013-08-01,"PMC5528423",1,1,NA,1,1
"1276",23638120,2013-04-30,"PMC3640064",1,1,NA,NA,1
