"","pubMedID","sortpubdate","PMCID","pubMedID_homo","LINE1","L1_Retrotransposons","long_interspersed_nuclear_element","long_interspersed_element"
"1",29878267,2018-06-01,NA,NA,1,NA,1,1
"2",29874575,2018-06-05,NA,NA,1,NA,1,1
"3",29870893,2018-05-19,NA,NA,1,NA,NA,NA
"4",29866269,2018-10-16,NA,NA,1,NA,NA,NA
"5",29863427,2018-06-04,NA,NA,1,NA,NA,NA
"6",29862333,2018-03-19,"PMC5968041",NA,1,NA,NA,NA
"7",29860216,2018-05-31,NA,NA,1,NA,NA,NA
"8",29857913,2018-07-01,NA,NA,1,NA,NA,NA
"9",29854080,2018-03-22,"PMC5944233",NA,1,NA,NA,NA
"10",29851926,2018-05-31,NA,NA,1,NA,1,NA
"11",29845737,2018-05-30,NA,NA,1,NA,1,1
"12",29844259,2018-05-29,NA,NA,1,NA,NA,NA
"13",29802231,2018-05-25,NA,NA,1,NA,NA,NA
"14",29795620,2018-05-24,NA,NA,1,NA,NA,NA
"15",29795014,2018-05-24,NA,NA,1,NA,NA,NA
"16",29793068,2018-05-07,NA,NA,1,NA,NA,1
"17",29783147,2018-05-18,NA,NA,1,NA,NA,NA
"18",29774526,2018-05-17,NA,NA,1,NA,NA,1
"19",29772428,2018-05-09,NA,NA,1,NA,1,NA
"20",29764913,2018-05-15,NA,NA,1,NA,NA,NA
"21",29763474,2018-05-15,"PMC5953443",NA,1,NA,1,NA
"22",29760810,2018-05-08,"PMC5941629",NA,1,NA,NA,NA
"23",29755690,2018-04-17,"PMC5945516",NA,1,NA,NA,1
"24",29755656,2018-04-17,"PMC5945544",NA,1,NA,NA,NA
"25",29748604,2018-05-10,"PMC5945737",NA,1,NA,NA,NA
"26",29745378,2018-05-01,"PMC5930422",NA,1,NA,NA,NA
"27",29743337,2018-05-09,NA,NA,1,NA,NA,NA
"28",29735783,2018-05-01,NA,NA,1,NA,NA,NA
"29",29728366,2018-06-01,NA,NA,NA,NA,1,1
"30",29725769,2018-05-03,NA,NA,1,NA,1,1
"31",29724131,2018-04-01,NA,NA,1,1,NA,NA
"32",29719459,2018-04-01,"PMC5925623",NA,1,NA,NA,NA
"33",29713361,2018-03-11,"PMC5866876",NA,1,NA,NA,NA
"34",29709066,2018-06-01,NA,NA,1,NA,NA,1
"35",29708882,2018-04-30,NA,NA,1,NA,NA,NA
"36",29702037,2018-04-27,NA,NA,1,NA,NA,NA
"37",29700330,2018-04-26,"PMC5919926",NA,1,NA,NA,NA
"38",29697392,2018-03-01,NA,NA,1,NA,1,1
"39",29688033,2018-05-01,NA,NA,1,NA,NA,NA
"40",29659951,2018-04-01,NA,NA,1,NA,NA,NA
"41",29651384,2018-04-10,"PMC5893994",NA,1,NA,NA,NA
"42",29651348,2018-01-31,"PMC5831604",NA,1,NA,NA,NA
"43",29649143,2018-04-12,"PMC5923777",NA,1,NA,NA,NA
"44",29643204,2018-05-01,"PMC5932605",NA,1,NA,NA,1
"45",29635492,2018-04-01,NA,NA,1,NA,1,1
"46",29633546,2018-04-06,NA,NA,1,NA,NA,NA
"47",29628482,2018-04-07,NA,NA,1,NA,1,1
"48",29626931,2018-04-01,NA,NA,NA,NA,1,1
"49",29625192,2018-07-01,NA,NA,1,NA,NA,NA
"50",29618374,2018-04-04,"PMC5883305",NA,1,NA,NA,NA
"51",29616330,2018-03-28,NA,NA,1,NA,NA,NA
"52",29616129,2018-05-01,"PMC5876460",NA,1,NA,NA,1
"53",29615469,2018-05-07,"PMC5940259",NA,NA,NA,NA,1
"54",29610583,2018-03-28,"PMC5872511",NA,1,NA,NA,NA
"55",29610582,2018-03-28,"PMC5872582",NA,1,NA,NA,NA
"56",29604101,2018-05-01,"PMC5980456",NA,1,NA,NA,NA
"57",29602758,2018-03-27,NA,NA,1,NA,NA,NA
"58",29596909,2018-03-31,NA,NA,1,NA,1,1
"59",29582426,2018-03-27,NA,NA,NA,NA,1,NA
"60",29571043,2018-04-01,NA,NA,1,NA,NA,NA
"61",29568354,2018-01-19,"PMC5862575",NA,1,NA,NA,NA
"62",29567711,2018-03-23,NA,NA,1,1,1,1
"63",29565245,2018-03-22,"PMC5940361",1,1,NA,NA,NA
"64",29564824,2018-01-01,NA,NA,1,NA,NA,NA
"65",29563767,2018-03-14,"PMC5851326",NA,1,NA,NA,NA
"66",29563112,2018-04-01,"PMC5951185",NA,1,NA,NA,1
"67",29538362,2018-05-01,NA,NA,NA,NA,NA,1
"68",29537884,2018-03-14,NA,NA,1,NA,1,1
"69",29530629,2018-03-09,NA,NA,1,NA,NA,NA
"70",29525183,2018-06-01,NA,NA,1,NA,NA,1
"71",29513082,2018-01-01,NA,NA,1,NA,NA,NA
"72",29505568,2018-03-05,"PMC5860796",NA,NA,1,NA,1
"73",29505560,2018-03-05,"PMC5860798",NA,1,NA,NA,1
"74",29500276,2018-05-15,"PMC5955794",NA,1,NA,NA,NA
"75",29497175,2018-03-01,NA,NA,1,NA,1,1
"76",29496693,2018-03-01,"PMC5892605",NA,1,NA,1,1
"77",29492307,2017-05-03,"PMC5804545",NA,1,NA,NA,1
"78",29465398,2018-02-21,"PMC5821456",NA,1,NA,NA,NA
"79",29458070,2018-02-16,NA,NA,1,NA,NA,NA
"80",29444236,2018-02-15,NA,NA,1,NA,NA,NA
"81",29441720,2018-03-01,NA,NA,NA,NA,1,1
"82",29432176,2018-02-20,"PMC5828610",NA,1,NA,NA,1
"83",29425844,2018-05-30,NA,NA,1,NA,NA,NA
"84",29413799,2018-03-01,NA,NA,1,NA,NA,NA
"85",29412867,2018-02-01,NA,NA,1,NA,1,1
"86",29396793,2018-03-01,NA,NA,1,1,NA,1
"87",29393154,2018-01-01,NA,NA,1,NA,NA,1
"88",29390960,2018-02-01,"PMC5796560",NA,1,NA,NA,NA
"89",29389753,2018-01-01,NA,NA,1,NA,NA,NA
"90",29386641,2018-01-31,"PMC5792623",NA,1,NA,NA,1
"91",29386205,2018-01-31,"PMC5850253",NA,NA,NA,1,1
"92",29382274,2018-01-01,"PMC5795647",NA,1,NA,NA,NA
"93",29374593,2018-03-01,NA,NA,1,NA,NA,1
"94",29372669,2018-01-01,"PMC5836973",NA,1,NA,NA,NA
"95",29367313,2018-01-24,"PMC5848613",NA,1,NA,NA,NA
"96",29351416,2018-03-01,NA,NA,1,NA,1,1
"97",29347817,2018-03-09,NA,NA,1,NA,NA,NA
"98",29340881,2018-05-01,NA,NA,1,NA,NA,NA
"99",29315404,2018-02-28,"PMC5829647",NA,1,NA,1,1
"100",29315213,2018-01-09,"PMC5793176",NA,1,NA,NA,NA
"101",29312227,2017-12-19,"PMC5742130",NA,1,NA,NA,NA
"102",29312197,2017-12-12,"PMC5733090",NA,NA,NA,1,NA
"103",29310734,2018-01-09,NA,NA,1,NA,NA,1
"104",29309036,2018-01-08,"PMC5821460",NA,1,NA,NA,NA
"105",29309035,2018-01-08,"PMC5821459",NA,1,NA,1,1
"106",29308092,2018-01-03,"PMC5753491",NA,1,NA,1,1
"107",29301786,2018-04-01,"PMC5864535",NA,1,NA,1,1
"108",29293456,2018-03-01,NA,NA,1,NA,NA,NA
"109",29293438,2018-03-01,NA,NA,1,NA,NA,NA
"110",29287712,2018-03-10,NA,1,1,NA,NA,1
"111",29274195,2018-04-05,NA,1,1,NA,NA,NA
"112",29264834,2018-04-01,NA,NA,1,NA,NA,1
"113",29262603,2017-10-23,"PMC5732769",NA,1,NA,1,1
"114",29259859,2017-11-01,"PMC5735284",NA,1,NA,NA,NA
"115",29255497,2017-12-12,"PMC5728012",NA,1,NA,1,1
"116",29255455,2017-12-04,"PMC5722983",NA,1,NA,NA,NA
"117",29253821,2018-02-01,NA,NA,1,NA,NA,1
"118",29239145,2018-05-01,"PMC5897138",NA,1,NA,NA,1
"119",29237055,2018-02-01,NA,NA,1,NA,NA,NA
"120",29226462,2018-02-01,NA,NA,1,NA,1,1
"121",29225704,2017-12-06,"PMC5717806",NA,NA,1,NA,NA
"122",29223657,2018-05-01,NA,NA,1,NA,NA,NA
"123",29216722,2017-01-01,NA,NA,1,NA,NA,NA
"124",29212206,2017-10-04,"PMC5706852",NA,1,NA,NA,1
"125",29211708,2018-01-11,"PMC5774979",1,1,NA,1,1
"126",29209557,2017-10-19,"PMC5706599",NA,1,NA,1,1
"127",29205216,2017-01-01,NA,1,1,NA,NA,NA
"128",29202418,2018-03-01,NA,NA,1,NA,NA,1
"129",29201157,2017-11-22,"PMC5700708",NA,1,NA,NA,1
"130",29191063,2017-01-01,NA,1,1,NA,1,1
"131",29185345,2018-01-01,NA,NA,1,NA,NA,1
"132",29155438,2018-02-01,NA,NA,1,NA,NA,NA
"133",29154869,2018-02-05,"PMC5734997",1,1,NA,NA,NA
"134",29153391,2017-12-07,"PMC5728383",NA,1,NA,NA,NA
"135",29151899,2017-11-07,"PMC5678591",NA,NA,NA,NA,1
"136",29145080,2017-11-01,NA,NA,1,NA,NA,NA
"137",29123232,2017-12-01,"PMC5686490",NA,1,NA,NA,NA
"138",29115448,2018-01-01,NA,NA,1,NA,NA,NA
"139",29114357,2017-09-14,"PMC5672158",NA,1,NA,NA,NA
"140",29112921,2018-02-15,NA,NA,1,NA,NA,NA
"141",29109480,2017-11-06,"PMC5673974",NA,NA,NA,1,NA
"142",29099524,2017-11-21,NA,NA,1,NA,NA,NA
"143",29095993,2017-12-01,NA,NA,1,NA,NA,NA
"144",29093724,2017-10-18,"PMC5651273",NA,1,NA,NA,NA
"145",29091992,2017-11-01,NA,NA,NA,NA,1,1
"146",29088760,2017-05-22,"PMC5650315",NA,1,NA,NA,NA
"147",29081690,2017-08-01,"PMC5635618",NA,1,NA,NA,NA
"148",29074164,2018-03-01,"PMC5844801",NA,1,NA,NA,NA
"149",29072445,2017-11-21,NA,NA,1,NA,NA,NA
"150",29069308,2018-02-15,NA,NA,1,NA,NA,NA
"151",29067016,2017-10-10,"PMC5641331",NA,NA,1,NA,NA
"152",29057505,2018-02-01,NA,NA,1,NA,1,1
"153",29051587,2017-10-19,"PMC5648895",NA,1,NA,1,1
"154",29038297,2017-11-01,"PMC5668177",NA,NA,NA,NA,1
"155",29036642,2017-12-01,"PMC5716208",NA,1,NA,NA,1
"156",29032825,2017-12-01,NA,1,1,NA,1,1
"157",29028794,2017-10-13,"PMC5656329",1,1,1,1,1
"158",29018194,2017-10-10,"PMC5635004",NA,1,NA,NA,NA
"159",29017438,2017-11-01,NA,1,1,NA,NA,1
"160",29016854,2017-10-15,NA,NA,1,NA,NA,NA
"161",28992010,2017-09-01,NA,NA,1,NA,NA,NA
"162",28984711,2017-12-01,"PMC5716909",1,NA,NA,1,1
"163",28974576,2017-12-15,"PMC5733588",1,1,NA,1,1
"164",28972564,2017-10-03,"PMC5664103",NA,1,NA,1,1
"165",28965139,2017-12-01,NA,NA,1,NA,NA,1
"166",28960845,2017-10-01,"PMC5658282",NA,1,NA,NA,1
"167",28957348,2017-09-28,"PMC5619717",1,1,NA,NA,NA
"168",28951621,2017-09-27,NA,NA,1,NA,NA,NA
"169",28948237,2017-09-12,"PMC5602780",NA,1,NA,NA,NA
"170",28947736,2017-09-25,"PMC5612955",NA,1,NA,NA,1
"171",28945883,2017-09-01,"PMC5610350",NA,NA,NA,1,1
"172",28944836,2017-11-01,NA,1,1,NA,NA,1
"173",28941465,2017-08-01,NA,1,1,1,NA,1
"174",28938719,2017-09-01,"PMC5603766",1,1,NA,1,1
"175",28930601,2018-01-01,NA,1,1,NA,1,1
"176",28930600,2018-01-01,NA,1,1,NA,NA,1
"177",28929436,2017-12-01,NA,1,1,NA,NA,1
"178",28916913,2017-10-01,NA,NA,1,NA,NA,1
"179",28911103,2017-09-06,"PMC5587781",1,1,NA,NA,1
"180",28904640,2017-09-06,"PMC5588631",NA,1,NA,NA,NA
"181",28903462,2017-08-01,"PMC5585668",NA,1,NA,1,1
"182",28903362,2017-04-24,"PMC5589601",NA,1,NA,NA,NA
"183",28900618,2017-01-01,"PMC5576401",NA,1,NA,NA,NA
"184",28900080,2017-07-01,NA,1,1,NA,NA,1
"185",28886359,2017-09-07,NA,NA,1,NA,NA,NA
"186",28884679,2017-09-07,NA,NA,NA,NA,1,NA
"187",28883657,2017-09-07,"PMC5589869",NA,1,NA,NA,NA
"188",28874065,2017-10-01,NA,1,1,NA,1,1
"189",28871451,2018-05-01,NA,NA,1,NA,NA,NA
"190",28869113,2017-08-20,NA,NA,1,NA,1,1
"191",28865728,2017-09-01,NA,1,1,NA,1,1
"192",28856682,2017-12-15,"PMC5768412",1,1,NA,NA,1
"193",28855224,2017-10-01,NA,1,1,NA,1,1
"194",28854904,2017-08-30,"PMC5577847",1,1,NA,1,NA
"195",28851390,2017-08-29,"PMC5576385",1,1,NA,NA,1
"196",28846570,2017-08-25,NA,NA,1,NA,NA,NA
"197",28846101,2017-10-01,NA,1,1,NA,NA,1
"198",28835460,2017-10-01,NA,1,NA,NA,1,NA
"199",28835159,2017-09-01,NA,NA,NA,NA,NA,1
"200",28828268,2017-08-16,"PMC5563155",NA,NA,NA,1,1
"201",28824558,2017-08-02,"PMC5539088",NA,1,NA,NA,NA
"202",28821874,2017-08-18,"PMC5562733",NA,1,NA,1,1
"203",28814981,2017-08-15,"PMC5558660",1,1,NA,NA,1
"204",28814681,2016-07-01,NA,1,1,NA,NA,NA
"205",28813472,2017-08-16,"PMC5558984",NA,1,NA,NA,1
"206",28813459,2017-08-16,"PMC5558954",1,NA,NA,1,1
"207",28812058,2017-07-31,"PMC5542072",NA,1,NA,1,NA
"208",28810637,2017-08-01,"PMC5525642",NA,1,NA,1,1
"209",28810182,2017-10-01,NA,NA,1,NA,NA,NA
"210",28809129,2017-09-01,"PMC5638018",1,1,NA,NA,1
"211",28806172,2017-08-14,"PMC5570191",NA,1,1,1,1
"212",28803918,2017-09-07,"PMC5591075",1,1,NA,NA,1
"213",28797643,2017-11-01,NA,1,1,NA,NA,1
"214",28796105,2017-09-01,NA,1,1,NA,NA,NA
"215",28796089,2017-10-01,NA,1,1,NA,NA,NA
"216",28781121,2017-08-14,NA,1,1,NA,NA,1
"217",28779180,2017-08-04,"PMC5544668",NA,1,NA,NA,NA
"218",28770016,2017-07-27,"PMC5530521",NA,1,NA,NA,NA
"219",28766050,2017-12-01,NA,NA,1,NA,NA,NA
"220",28748002,2017-07-24,"PMC5525256",1,1,NA,NA,1
"221",28745987,2017-07-27,"PMC5980640",1,1,NA,NA,1
"222",28736819,2017-09-01,NA,NA,1,NA,NA,NA
"223",28732692,2017-10-01,NA,1,1,NA,NA,NA
"224",28724248,2017-12-31,NA,NA,1,NA,NA,NA
"225",28718528,2017-07-01,NA,1,1,NA,NA,NA
"226",28709817,2018-01-01,NA,NA,1,NA,NA,NA
"227",28707075,2018-06-01,"PMC5948235",NA,1,NA,1,1
"228",28704776,2017-09-01,NA,1,1,NA,NA,NA
"229",28686537,2017-08-01,NA,1,1,NA,NA,NA
"230",28684753,2017-07-06,"PMC5500474",NA,1,NA,NA,NA
"231",28677663,2017-07-04,"PMC5535921",NA,1,NA,1,1
"232",28676931,2017-08-01,NA,NA,1,NA,NA,NA
"233",28676534,2017-10-01,NA,NA,1,NA,NA,NA
"234",28675894,2017-01-01,NA,1,1,NA,NA,1
"235",28672131,2017-10-01,NA,1,1,NA,NA,NA
"236",28663337,2017-07-11,"PMC5514774",1,1,NA,NA,1
"237",28659711,2017-06-16,"PMC5476424",NA,1,NA,1,1
"238",28658256,2017-06-28,"PMC5489172",NA,1,NA,NA,1
"239",28653997,2017-06-27,"PMC5537654",1,1,NA,NA,1
"240",28653298,2017-10-01,NA,NA,1,NA,NA,1
"241",28642606,2017-07-01,NA,1,1,NA,NA,1
"242",28640667,2017-11-02,"PMC5785221",NA,1,NA,NA,1
"243",28638635,2017-05-09,"PMC5458300",NA,1,NA,NA,NA
"244",28634866,2017-10-01,NA,NA,1,NA,NA,NA
"245",28633017,2017-06-19,"PMC5481186",NA,1,NA,1,1
"246",28630288,2017-07-11,"PMC5514719",NA,1,NA,NA,NA
"247",28625654,2017-06-01,NA,1,1,NA,1,1
"248",28620257,2017-05-01,"PMC5465767",NA,1,NA,NA,NA
"249",28606835,2017-09-05,NA,NA,1,NA,NA,1
"250",28598118,2016-11-01,NA,NA,1,NA,NA,NA
"251",28593503,2017-11-01,"PMC5801698",NA,1,NA,NA,NA
"252",28592132,2017-01-01,NA,NA,1,NA,NA,NA
"253",28586350,2017-06-06,"PMC5478143",1,1,NA,1,1
"254",28585566,2017-12-01,"PMC5686486",NA,1,NA,NA,1
"255",28582660,2017-09-01,"PMC5583029",1,1,NA,NA,NA
"256",28574624,2017-11-01,NA,NA,NA,NA,1,NA
"257",28574327,2017-08-01,NA,NA,1,NA,1,1
"258",28574180,2017-10-01,NA,NA,1,NA,NA,NA
"259",28572862,2017-05-30,"PMC5450111",1,1,NA,NA,1
"260",28561751,2017-05-31,"PMC5490808",1,1,NA,NA,1
"261",28556951,2017-12-01,NA,1,1,NA,NA,NA
"262",28546999,2017-03-01,"PMC5441408",NA,1,NA,NA,NA
"263",28542388,2017-05-18,"PMC5436701",NA,1,NA,1,NA
"264",28540987,2017-07-01,"PMC5447105",1,1,NA,NA,NA
"265",28537233,2017-03-01,NA,1,1,NA,NA,1
"266",28536860,2017-12-01,NA,1,1,NA,NA,1
"267",28536242,2017-09-01,NA,1,1,NA,NA,1
"268",28535662,2017-05-31,"PMC5463043",1,1,NA,1,1
"269",28529882,2017-05-03,"PMC5429223",NA,1,NA,NA,NA
"270",28529146,2017-07-05,NA,1,1,NA,NA,1
"271",28524723,2017-09-03,"PMC5703239",1,NA,1,1,1
"272",28523221,2017-04-06,"PMC5434184",NA,1,NA,NA,1
"273",28516305,2017-08-01,NA,1,1,NA,1,1
"274",28505260,2017-06-01,"PMC5499810",NA,1,NA,NA,1
"275",28496070,2017-01-01,NA,NA,1,NA,NA,NA
"276",28495587,2017-11-01,"PMC5656539",NA,1,NA,NA,NA
"277",28494444,2017-01-01,NA,1,1,NA,NA,NA
"278",28489894,2017-05-10,"PMC5425224",1,1,NA,NA,1
"279",28487269,2017-05-20,NA,1,1,NA,NA,1
"280",28484492,2017-01-01,"PMC5397634",NA,1,NA,NA,NA
"281",28483779,2017-08-01,"PMC5538555",1,1,1,NA,1
"282",28465795,2017-02-25,"PMC5410894",NA,1,NA,NA,NA
"283",28458013,2017-06-15,NA,1,1,NA,NA,NA
"284",28450881,2017-04-13,"PMC5389967",NA,1,NA,1,1
"285",28446631,2017-06-01,NA,1,1,NA,1,1
"286",28445481,2017-04-26,"PMC5405959",1,1,NA,NA,1
"287",28440405,2017-06-01,"PMC5436203",1,1,NA,NA,1
"288",28431148,2017-05-19,"PMC5605252",1,1,NA,NA,1
"289",28431120,2017-10-01,NA,NA,1,NA,1,1
"290",28429755,2017-04-21,"PMC5399452",NA,1,NA,NA,NA
"291",28415677,2017-06-13,"PMC5503529",1,1,NA,NA,1
"292",28414318,2017-04-17,"PMC5520499",NA,1,NA,NA,NA
"293",28408706,2017-07-01,NA,NA,1,NA,NA,1
"294",28406723,2017-06-01,"PMC5455595",1,NA,NA,NA,1
"295",28405513,2017-01-31,"PMC5384412",NA,NA,NA,NA,1
"296",28403857,2017-04-12,"PMC5389179",NA,1,NA,NA,NA
"297",28390408,2017-04-08,"PMC5385096",1,1,NA,NA,NA
"298",28389878,2018-06-01,NA,NA,1,NA,NA,NA
"299",28381655,2018-04-10,NA,NA,NA,NA,NA,1
"300",28378885,2017-07-01,NA,1,1,NA,NA,1
"301",28377395,2017-04-04,"PMC5387935",1,1,NA,NA,NA
"302",28374938,2017-05-01,NA,1,1,NA,1,1
"303",28360946,2017-03-29,"PMC5372250",1,1,NA,NA,1
"304",28359265,2017-03-31,"PMC5374729",1,1,NA,NA,NA
"305",28343299,2017-08-01,NA,1,1,NA,NA,1
"306",28330462,2017-03-23,"PMC5363054",1,1,NA,NA,NA
"307",28328141,2017-04-01,NA,1,1,NA,NA,1
"308",28324041,2017-04-01,NA,1,1,NA,NA,1
"309",28321593,2017-12-01,"PMC5359193",1,1,NA,NA,NA
"310",28315054,2017-04-01,NA,NA,1,NA,NA,NA
"311",28300471,2017-06-03,"PMC5501206",1,1,NA,NA,1
"312",28293326,2017-03-09,"PMC5345219",1,1,NA,NA,1
"313",28270149,2017-03-07,"PMC5341433",1,1,NA,1,1
"314",28261276,2017-02-27,"PMC5327515",NA,1,NA,NA,NA
"315",28258386,2017-05-01,NA,1,1,NA,1,1
"316",28256616,2017-03-03,"PMC5335614",NA,1,NA,NA,NA
"317",28236013,2017-10-01,NA,1,1,NA,NA,NA
"318",28231763,2017-02-23,"PMC5324221",NA,1,NA,1,1
"319",28222775,2017-02-21,"PMC5319077",1,NA,NA,NA,1
"320",28220356,2018-02-01,NA,NA,1,NA,1,NA
"321",28194445,2017-02-09,"PMC5291727",NA,1,NA,NA,NA
"322",28191261,2017-02-06,"PMC5295214",1,1,NA,NA,1
"323",28188229,2017-04-01,NA,1,1,NA,NA,1
"324",28187749,2017-02-10,"PMC5303239",1,NA,NA,NA,1
"325",28186176,2017-02-10,"PMC5301198",NA,1,NA,NA,NA
"326",28181284,2017-08-01,NA,NA,1,NA,NA,NA
"327",28175298,2016-12-01,"PMC5381506",1,1,NA,NA,1
"328",28174687,2017-01-11,"PMC5292673",NA,1,NA,NA,NA
"329",28174046,2017-05-15,NA,NA,1,NA,NA,1
"330",28171595,2016-11-15,"PMC5418740",1,1,NA,NA,NA
"331",28167501,2017-01-15,"PMC5322729",1,1,NA,1,1
"332",28166262,2017-02-06,"PMC5293242",1,1,NA,1,1
"333",28160561,2017-03-21,"PMC5386716",1,1,NA,1,NA
"334",28149329,2017-01-13,"PMC5270344",1,1,NA,NA,1
"335",28141798,2017-03-14,"PMC5355935",1,1,NA,1,1
"336",28139237,2017-03-01,NA,1,1,NA,NA,1
"337",28134931,2017-03-01,NA,1,1,NA,1,1
"338",28130850,2017-06-01,NA,1,1,NA,NA,NA
"339",28122487,2017-01-25,"PMC5267451",NA,1,NA,1,1
"340",28118853,2017-01-25,"PMC5264468",1,1,NA,NA,NA
"341",28117816,2017-01-12,"PMC5352215",1,1,NA,NA,NA
"342",28115643,2017-03-01,NA,1,1,NA,NA,NA
"343",28115389,2017-03-01,NA,1,1,NA,NA,NA
"344",28111641,2016-01-01,"PMC5241703",NA,1,NA,NA,NA
"345",28106783,2017-01-18,"PMC5297822",1,1,NA,NA,NA
"346",28101896,2017-04-01,NA,NA,NA,NA,NA,1
"347",28100588,2017-03-01,"PMC5340329",1,1,NA,NA,1
"348",28099084,2017-01-14,NA,1,1,NA,NA,NA
"349",28096347,2017-01-31,"PMC5293032",1,1,NA,NA,1
"350",28083672,2017-08-01,NA,1,1,NA,NA,NA
"351",28082182,2017-03-01,NA,NA,1,NA,NA,1
"352",28078450,2017-03-01,NA,1,1,NA,1,1
"353",28072809,2017-01-01,NA,1,1,NA,NA,NA
"354",28066974,2017-03-17,NA,NA,1,NA,NA,NA
"355",28060757,2017-02-14,"PMC5355314",1,1,NA,1,1
"356",28049704,2017-01-01,"PMC5223499",1,1,NA,NA,1
"357",28035987,2016-12-27,"PMC5297671",1,1,NA,NA,1
"358",28033411,2016-12-29,"PMC5199112",1,1,NA,NA,NA
"359",28027800,2017-02-01,"PMC5810919",1,1,NA,NA,1
"360",28012829,2017-08-01,NA,NA,1,NA,NA,1
"361",28010926,2017-01-01,NA,1,1,NA,1,1
"362",28006857,2017-04-01,"PMC5877459",1,1,NA,NA,1
"363",28003471,2016-12-01,"PMC5204120",NA,1,NA,NA,NA
"364",27996157,2017-01-01,"PMC5416937",1,1,NA,NA,NA
"365",27993162,2016-12-20,"PMC5170891",NA,1,NA,NA,1
"366",27986580,2017-03-01,NA,1,1,NA,NA,1
"367",27986442,2017-02-01,"PMC5472054",1,1,NA,NA,NA
"368",27979589,2017-04-01,NA,1,1,NA,NA,1
"369",27965292,2017-03-01,"PMC5340962",1,1,NA,NA,1
"370",27956470,2016-12-01,"PMC5240738",NA,NA,NA,1,1
"371",27955637,2016-12-12,"PMC5154037",1,1,NA,NA,1
"372",27940170,2017-02-01,"PMC5906125",NA,1,NA,NA,NA
"373",27934698,2016-12-01,"PMC5131818",1,NA,1,NA,NA
"374",27931521,2016-11-30,NA,NA,1,NA,NA,NA
"375",27930579,2016-12-01,"PMC5266051",1,NA,NA,NA,1
"376",27930411,2017-01-01,NA,1,1,NA,NA,NA
"377",27924165,2016-11-25,"PMC5123323",1,1,NA,NA,NA
"378",27924012,2017-01-04,"PMC5210629",1,1,1,NA,1
"379",27923922,2016-12-06,"PMC5142620",NA,NA,NA,NA,1
"380",27921343,2016-12-01,NA,1,1,NA,NA,1
"381",27914481,2016-12-03,"PMC5135761",1,1,NA,NA,1
"382",27914298,2017-02-01,NA,NA,1,NA,NA,1
"383",27911936,2016-12-02,"PMC5135106",1,1,NA,NA,NA
"384",27910528,2016-11-01,NA,NA,1,NA,NA,NA
"385",27910526,2016-11-01,NA,NA,1,NA,NA,NA
"386",27905861,2017-01-01,NA,NA,1,NA,NA,1
"387",27903268,2016-12-01,"PMC5131503",1,1,NA,NA,NA
"388",27900322,2016-11-16,"PMC5110550",NA,1,NA,NA,NA
"389",27900318,2016-11-16,"PMC5110952",NA,1,NA,NA,NA
"390",27899577,2017-03-17,"PMC5389711",1,1,NA,NA,1
"391",29491954,2016-12-01,"PMC5804259",NA,NA,NA,NA,1
"392",27898962,2016-11-01,NA,NA,1,NA,NA,NA
"393",27898068,2016-11-29,"PMC5290356",1,1,NA,NA,1
"394",27895722,2016-11-22,"PMC5120415",NA,1,NA,NA,1
"395",27894878,2017-01-01,NA,NA,1,NA,NA,1
"396",27893851,2016-11-28,"PMC5125648",1,1,NA,NA,1
"397",27892790,2017-01-02,"PMC5270633",1,1,NA,NA,1
"398",27889452,2016-12-15,"PMC5340194",NA,1,NA,NA,NA
"399",27888300,2017-02-01,NA,1,1,NA,NA,NA
"400",27880848,2016-11-23,"PMC5120852",NA,NA,NA,1,NA
"401",27875251,2016-11-15,"PMC5830075",1,1,NA,NA,NA
"402",27874048,2016-11-22,"PMC5118746",1,1,1,1,1
"403",27872686,2016-10-27,"PMC5107644",NA,NA,NA,1,1
"404",27872649,2016-01-01,"PMC5107834",NA,1,NA,NA,NA
"405",27871462,2016-12-01,NA,1,1,NA,NA,NA
"406",27863519,2016-11-18,"PMC5116139",1,1,NA,NA,1
"407",27862296,2016-12-01,NA,1,1,NA,NA,1
"408",27859996,2016-12-01,NA,NA,1,NA,NA,1
"409",27852031,2016-12-27,"PMC5349932",1,1,NA,NA,NA
"410",27843500,2016-11-11,"PMC5105304",NA,1,NA,NA,1
"411",27843499,2016-11-11,"PMC5105311",NA,1,1,NA,NA
"412",27826388,2016-10-01,"PMC5099130",NA,1,NA,NA,NA
"413",27807467,2016-10-31,"PMC5087121",NA,1,NA,NA,1
"414",27737877,2016-11-01,"PMC5115629",1,1,NA,NA,NA
"415",27635049,2016-10-30,"PMC5174737",1,1,NA,NA,1
"416",27618310,2016-12-01,"PMC5127747",1,1,NA,NA,1
"417",27791114,2016-10-24,"PMC5111663",NA,1,NA,NA,NA
"418",27788189,2016-10-27,"PMC5082907",1,1,NA,NA,NA
"419",27338297,2016-11-01,"PMC5083133",1,1,NA,1,1
"420",27782844,2016-10-25,"PMC5080714",1,1,NA,NA,1
"421",27780869,2016-12-02,"PMC5207251",1,1,NA,NA,NA
"422",27779653,2016-12-01,NA,1,1,NA,NA,NA
"423",27777812,2016-09-20,"PMC5058433",NA,1,NA,NA,NA
"424",27777635,2016-10-12,"PMC5062931",1,1,NA,NA,1
"425",27776125,2016-10-24,"PMC5077126",NA,1,NA,NA,NA
"426",27768956,2016-12-01,NA,1,1,NA,NA,1
